Name,Language,Description,URL,Stars,Month
text-detection-ctpn,python,"text detection mainly based on ctpn model in tensorflow, id card detect, connectionist text proposal network",https://github.com/eragonruan/text-detection-ctpn,9,7
Deep-Flow-Guided-Video-Inpainting,python,"pytorch implementation for ""Deep Flow-Guided Video Inpainting""(CVPR'19)",https://github.com/nbei/Deep-Flow-Guided-Video-Inpainting,31,7
GitGot,python,"Semi-automated, feedback-driven tool to rapidly search through troves of public data on GitHub for sensitive secrets.",https://github.com/BishopFox/GitGot,68,7
stanfordnlp,python,Official Stanford NLP Python Library for Many Human Languages,https://github.com/stanfordnlp/stanfordnlp,46,7
dreamtime,python,DreamTime allows you to transform photos to get free entertainment.,https://github.com/private-dreamnet/dreamtime,30,7
chinese-poetry,python,"最全中华古诗词数据库, 唐宋两朝近一万四千古诗人, 接近5.5万首唐诗加26万宋诗. 两宋时期1564位词人，21050首词。",https://github.com/chinese-poetry/chinese-poetry,783,7
maskrcnn-benchmark,python,"Fast, modular reference implementation of Instance Segmentation and Object Detection algorithms in PyTorch.",https://github.com/facebookresearch/maskrcnn-benchmark,12,7
faceai,python,一款入门级的人脸、视频、文字检测以及识别的项目.,https://github.com/vipstone/faceai,196,7
video-object-removal,python,Just draw a bounding box and you can remove the object you want to remove.,https://github.com/zllrunning/video-object-removal,62,7
edx-platform,python,"The Open edX platform, the software that powers edX!",https://github.com/edx/edx-platform,3,7
OmniNet,python,"Official Pytorch implementation of ""OmniNet: A unified architecture for multi-modal multi-task learning"" | Authors: Subhojeet Pramanik, Priyanka Agrawal, Aman Hussain",https://github.com/subho406/OmniNet,55,7
spack,python,"A flexible package manager that supports multiple versions, configurations, platforms, and compilers.",https://github.com/spack/spack,27,7
redash,python,"Make Your Company Data Driven. Connect to any data source, easily visualize, dashboard and share your data.",https://github.com/getredash/redash,28,7
kedro,python,A Python library for building robust production-ready data and analytics pipelines.,https://github.com/quantumblacklabs/kedro,7,7
theMLbook,python,The Python code to reproduce the illustrations from The Hundred-Page Machine Learning Book.,https://github.com/aburkov/theMLbook,6,7
CenterNet,python,"Object detection, 3D detection, and pose estimation using center point detection:",https://github.com/xingyizhou/CenterNet,12,7
Algorithm_Interview_Notes-Chinese,python,2018/2019/校招/春招/秋招/算法/机器学习(Machine Learning)/深度学习(Deep Learning)/自然语言处理(NLP)/C/C++/Python/面试笔记,https://github.com/imhuay/Algorithm_Interview_Notes-Chinese,123,7
ludwig,python,Ludwig is a toolbox built on top of TensorFlow that allows to train and test deep learning models without the need to write code.,https://github.com/uber/ludwig,33,7
azure-cli,python,Command-line tools for Azure.,https://github.com/Azure/azure-cli,1,7
pytorch-image-models,python,"PyTorch image models, scripts, pretrained weights -- (SE)ResNet/ResNeXT, DPN, EfficientNet, MixNet, MobileNet-V3/V2/V1, MNASNet, Single-Path NAS, FBNet, and more",https://github.com/rwightman/pytorch-image-models,100,7
bluekeep,python,Public work for CVE-2019-0708,https://github.com/0xeb-bp/bluekeep,17,7
localstack,python,💻A fully functional local AWS cloud stack. Develop and test your cloud & Serverless apps offline!,https://github.com/localstack/localstack,18,7
cheat.sh,python,the only cheat sheet you need,https://github.com/chubin/cheat.sh,23,7
apple_bleee,python,Apple BLE research,https://github.com/hexway/apple_bleee,74,7
grapheneX,python,Automated System Hardening Framework,https://github.com/grapheneX/grapheneX,90,7
optuna,python,A hyperparameter optimization framework,https://github.com/pfnet/optuna,17,7
httpx,python,A next generation HTTP client for Python.🦋,https://github.com/encode/httpx,41,7
chromego,python,ChromeGo 翻墙工具包,https://github.com/killgcd/chromego,48,7
Automagica,python,🤖Open Source (Smart) Robotic Process Automation,https://github.com/OakwoodAI/Automagica,28,7
mycroft-core,python,"Mycroft Core, the Mycroft Artificial Intelligence platform.",https://github.com/MycroftAI/mycroft-core,10,7
LeetCodeAnimation,java,Demonstrate all the questions on LeetCode in the form of animation.（用动画的形式呈现解LeetCode题目的思路）,https://github.com/MisterBooo/LeetCodeAnimation,170,7
thingsboard,java,"Open-source IoT Platform - Device management, data collection, processing and visualization.",https://github.com/thingsboard/thingsboard,58,7
miaosha,java,⭐⭐⭐⭐秒杀系统设计与实现.互联网工程师进阶与分析🙋🐓,https://github.com/qiurunze123/miaosha,470,7
SpringCloudLearning,java,《史上最简单的Spring Cloud教程源码》,https://github.com/forezp/SpringCloudLearning,52,7
v9porn,java,9*Porn Android 客户端，突破游客每天观看10次视频的限制，还可以下载视频,https://github.com/techGay/v9porn,59,7
server,java,全开源即时通讯(IM)系统,https://github.com/wildfirechat/server,28,7
MyBookshelf,java,阅读是一款可以自定义来源阅读网络内容的工具，为广大网络文学爱好者提供一种方便、快捷舒适的试读体验。,https://github.com/gedoor/MyBookshelf,33,7
tutorials,java,"The ""REST With Spring"" Course:",https://github.com/eugenp/tutorials,36,7
Interview-Questions,java,"Most comprehensive list📋of interview questions📘of companies scraped from Geeksforgeeks, CareerCup and Glassdoor.",https://github.com/rishabh115/Interview-Questions,7,7
ZXBlog,java,记录各种学习笔记(算法、Java、数据库、并发......),https://github.com/ZXZxin/ZXBlog,32,7
GSYVideoPlayer,java,"视频播放器（IJKplayer、ExoPlayer、MediaPlayer），HTTPS，支持弹幕，支持滤镜、水印、gif截图，片头广告、中间广告，多个同时播放，支持基本的拖动，声音、亮度调节，支持边播边缓存，支持视频自带rotation的旋转（90,270之类），重力旋转与手动旋转的同步支持，支持列表播放 ，列表全屏动画，视频加载速度，列表小窗口支持拖动，动画效果，调整比例，多分辨率切换，支持切换播放器，进度条小窗口预览，列表切换详情页面无缝播放，rtsp、concat、mpeg。",https://github.com/CarGuo/GSYVideoPlayer,60,7
Qigsaw,java,🔥🔥Qigsaw is a dynamic modularization library which is based on Android App Bundles. It supports dynamic delivery for split APKs without reinstalling the base one.,https://github.com/iqiyi/Qigsaw,30,7
mall-learning,java,mall学习教程，架构、业务、技术要点全方位解析。mall项目（16k+star）是一套电商系统，使用现阶段主流技术实现。 涵盖了SpringBoot2.1.3、MyBatis3.4.6、Elasticsearch6.2.2、RabbitMQ3.7.15、Redis3.2、Mongodb3.2、Mysql5.7等技术，采用Docker容器化部署。,https://github.com/macrozheng/mall-learning,120,7
piggymetrics,java,"Microservice Architecture with Spring Boot, Spring Cloud and Docker",https://github.com/sqshq/piggymetrics,34,7
seata,java,"🔥Seata is an easy-to-use, high-performance, open source distributed transaction solution.",https://github.com/seata/seata,19,7
paascloud-master,java,spring cloud + vue + oAuth2.0全家桶实战，前后端分离模拟商城，完整的购物流程、后端运营平台，可以实现快速搭建企业级微服务项目。支持微信登录等三方登录。,https://github.com/paascloud/paascloud-master,25,7
react-native-share,java,"Social share, sending simple data to other apps.",https://github.com/react-native-community/react-native-share,18,7
jeecg-boot,java,"一款基于代码生成器的JAVA快速开发平台！全新架构前后端分离：SpringBoot 2.x，Ant Design&Vue，Mybatis，Shiro，JWT。强大的代码生成器让前后端代码一键生成，无需写任何代码，绝对是全栈开发福音！！ JeecgBoot的宗旨是提高UI能力的同时,降低前后分离的开发成本，JeecgBoot还独创在线开发模式，No代码概念，一系列在线智能开发：在线配置表单、在线配置报表、在线设计流程等等。",https://github.com/zhangdaiscott/jeecg-boot,218,7
halo,java,✍ Halo 一款现代化的个人独立博客系统,https://github.com/halo-dev/halo,49,7
lottie-android,java,"Render After Effects animations natively on Android and iOS, Web, and React Native",https://github.com/airbnb/lottie-android,19,7
SpringAll,java,循序渐进，学习Spring Boot、Spring Boot & Shiro、Spring Cloud、Spring Security & Spring Security OAuth2，博客Spring系列源码,https://github.com/wuyouzhuguli/SpringAll,330,7
runelite,java,Open source Old School RuneScape client,https://github.com/runelite/runelite,23,7
CS-Notes,java,📚Tech Interview Guide 技术面试必备基础知识、Leetcode 题解、Java、C++、Python、后端面试、操作系统、计算机网络、系统设计,https://github.com/CyC2018/CS-Notes,208,7
CtCI-6th-Edition,java,Cracking the Coding Interview 6th Ed. Solutions,https://github.com/careercup/CtCI-6th-Edition,18,7
tech-weekly,java,「小马哥技术周报」,https://github.com/mercyblitz/tech-weekly,59,7
pulsar,java,Apache Pulsar - distributed pub-sub messaging system,https://github.com/apache/pulsar,10,7
antlr4,java,"ANTLR (ANother Tool for Language Recognition) is a powerful parser generator for reading, processing, executing, or translating structured text or binary files.",https://github.com/antlr/antlr4,12,7
NewPipe,java,A libre lightweight streaming front-end for Android.,https://github.com/TeamNewPipe/NewPipe,7,7
vhr,java,微人事是一个前后端分离的人力资源管理系统，项目采用SpringBoot+Vue开发。,https://github.com/lenve/vhr,591,7
SoloPi,java,Soloπ 自动化测试工具,https://github.com/alipay/SoloPi,433,7
DeepNewdsForAndroid,java,DeepNudes & deep nudes Android Source Code,https://github.com/Hengle/DeepNewdsForAndroid,34,7
micronaut-core,java,Micronaut Application Framework,https://github.com/micronaut-projects/micronaut-core,27,7
QMUI_Android,java,提高 Android UI 开发效率的 UI 库,https://github.com/Tencent/QMUI_Android,28,7
janusgraph,java,"JanusGraph: an open-source, distributed graph database",https://github.com/JanusGraph/janusgraph,9,7
staffjoy,java,微服务和云原生架构教学案例项目，基于Spring Boot和Kubernetes技术栈,https://github.com/spring2go/staffjoy,79,7
hazelcast,java,Open Source In-Memory Data Grid,https://github.com/hazelcast/hazelcast,9,7
uid-generator,java,UniqueID generator,https://github.com/baidu/uid-generator,39,7
cucumber-jvm,java,Cucumber for the JVM,https://github.com/cucumber/cucumber-jvm,5,7
Document,java,📘各种编程学习资料 (Android C C++ DataBase HTML5 JavaWeb ios python uml 人工智能 操作系统 数学 数据结构 程序员需要的技术 程序设计 编译原理 计算机组成与结构 计算机网络 设计模式 软件工程 面试经验),https://github.com/FangWW/Document,49,7
Nukkit,java,Nuclear-Powered Server Software for Minecraft: Bedrock Edition.,https://github.com/NukkitX/Nukkit,5,7
pipeline,java,PipelineAI: Real-Time Enterprise AI Platform,https://github.com/PipelineAI/pipeline,7,7
JavaGuide,java,【Java学习+面试指南】 一份涵盖大部分Java程序员所需要掌握的核心知识。,https://github.com/Snailclimb/JavaGuide,247,7
interview,java,Interview questions,https://github.com/mission-peace/interview,20,7
baritone,java,google maps for block game,https://github.com/cabaletta/baritone,25,7
litemall,java,又一个小商城。litemall = Spring Boot后端 + Vue管理员前端 + 微信小程序用户前端 + Vue用户移动端,https://github.com/linlinjava/litemall,28,7
kubernetes-client,java,Java client for Kubernetes & OpenShift,https://github.com/fabric8io/kubernetes-client,6,7
grpc-java,java,The Java gRPC implementation. HTTP/2 based RPC,https://github.com/grpc/grpc-java,69,7
cat,java,"CAT 作为服务端项目基础组件，提供了 Java, C/C++, Node.js, Python, Go 等多语言客户端，已经在美团点评的基础架构中间件框架（MVC框架，RPC框架，数据库框架，缓存框架等，消息队列，配置系统等）深度集成，为美团点评各业务线提供系统丰富的性能指标、健康状况、实时告警等。",https://github.com/dianping/cat,132,7
openj9,java,"Eclipse OpenJ9: A Java Virtual Machine for OpenJDK that's optimized for small footprint, fast start-up, and high throughput. Builds on Eclipse OMR (https://github.com/eclipse/omr) and combines with the Extensions for OpenJDK for OpenJ9 repo.",https://github.com/eclipse/openj9,24,7
easyexcel,java,快速、简单避免OOM的java处理Excel工具,https://github.com/alibaba/easyexcel,154,7
kafka-streams-examples,java,Demo applications and code examples for Apache Kafka's Streams API.,https://github.com/confluentinc/kafka-streams-examples,6,7
JustAuth,java,"💯史上最全的整合第三方登录的工具,目前已支持Github、Gitee、微博、钉钉、百度、Coding、腾讯云开发者平台、OSChina、支付宝、QQ、微信、淘宝、Google、Facebook、抖音、领英、小米、微软和今日头条等第三方平台的授权登录。 Login, so easy!",https://github.com/zhangyd-c/JustAuth,67,7
MPAndroidChart,java,"A powerful🚀Android chart view / graph view library, supporting line- bar- pie- radar- bubble- and candlestick charts as well as scaling, dragging and animations.",https://github.com/PhilJay/MPAndroidChart,19,7
arthas,java,Alibaba Java Diagnostic Tool Arthas/Alibaba Java诊断利器Arthas,https://github.com/alibaba/arthas,47,7
dropwizard,java,A damn simple library for building production-ready RESTful web services.,https://github.com/dropwizard/dropwizard,3,7
XPopup,java,"🔥功能强大，UI简洁，交互优雅的通用弹窗！可以替代Dialog，PopupWindow，PopupMenu，BottomSheet，DrawerLayout，Spinner等组件，自带十几种效果良好的动画， 支持完全的UI和动画自定义！(Powerful and Beautiful Popup，can absolutely replace Dialog，PopupWindow，PopupMenu，BottomSheet，DrawerLayout，Spinner. With built-in animators , very easy to custom popup view.)",https://github.com/li-xiaojun/XPopup,18,7
micronaut-predator,java,Ahead of Time Data Repositories,https://github.com/micronaut-projects/micronaut-predator,24,7
java-design-patterns,java,Design patterns implemented in Java,https://github.com/iluwatar/java-design-patterns,211,7
hive,java,Apache Hive,https://github.com/apache/hive,4,7
SpringCloud,java,基于SpringCloud2.0的微服务开发脚手架，整合了spring-security-oauth2、apollo、eureka、feign、hystrix、springcloud-gateway、springcloud-bus等。治理方面引入elasticsearch、skywalking、springboot-admin、zipkin等，让项目开发快速进入业务开发，而不需过多时间花费在架构搭建上。持续更新中,https://github.com/zhoutaoo/SpringCloud,13,7
java8-tutorial,java,Modern Java - A Guide to Java 8,https://github.com/winterbe/java8-tutorial,8,7
maps,java,A Mapbox GL react native module for creating custom maps,https://github.com/react-native-mapbox-gl/maps,1,7
incubator-druid,java,Apache Druid (Incubating) - Column oriented distributed data store ideal for powering interactive applications,https://github.com/apache/incubator-druid,3,7
Telegram,java,Telegram for Android source,https://github.com/DrKLO/Telegram,9,7
solo,java,🎸一款小而美的博客系统，专为程序员设计。https://hacpai.com/tag/solo,https://github.com/b3log/solo,43,7
advanced-java,java,😮互联网 Java 工程师进阶知识完全扫盲：涵盖高并发、分布式、高可用、微服务等领域知识，后端同学必看，前端同学也可学习,https://github.com/doocs/advanced-java,418,7
react-native-navigation,java,A complete native navigation solution for React Native,https://github.com/wix/react-native-navigation,22,7
Shadow,java,零反射全动态Android插件框架,https://github.com/Tencent/Shadow,30,7
pinpoint,java,"APM, (Application Performance Management) tool for large-scale distributed systems written in Java.",https://github.com/naver/pinpoint,23,7
incubator-shardingsphere,java,Distributed database middleware,https://github.com/apache/incubator-shardingsphere,15,7
apollo,java,Apollo（阿波罗）是携程框架部门研发的分布式配置中心，能够集中化管理应用不同环境、不同集群的配置，配置修改后能够实时推送到应用端，并且具备规范的权限、流程治理等特性，适用于微服务配置管理场景。,https://github.com/ctripcorp/apollo,46,7
spring-cloud-alibaba,java,Spring Cloud Alibaba provides a one-stop solution for application development for the distributed solutions of Alibaba middleware.,https://github.com/alibaba/spring-cloud-alibaba,27,7
caffeine,java,A high performance caching library for Java 8,https://github.com/ben-manes/caffeine,7,7
toBeTopJavaer,java,To Be Top Javaer - Java工程师成神之路,https://github.com/hollischuang/toBeTopJavaer,82,7
skywalking,java,"APM, Application Performance Monitoring System",https://github.com/apache/skywalking,13,7
presto,java,"Official home of the community version of Presto, the distributed SQL query engine for big data, under the auspices of the Presto Software Foundation.",https://github.com/prestosql/presto,1,7
elasticsearch,java,"Open Source, Distributed, RESTful Search Engine",https://github.com/elastic/elasticsearch,28,7
ghidra,java,Ghidra is a software reverse engineering (SRE) framework,https://github.com/NationalSecurityAgency/ghidra,16,7
spring-boot-plus,java,"spring-boot-plus集成Spring Boot 2.1.6,Mybatis,Mybatis Plus,Druid,FastJson,Redis,Rabbit MQ,Kafka等，可使用代码生成器快速开发项目",https://github.com/geekidea/spring-boot-plus,47,7
EhViewer,java,An Unofficial E-Hentai Application for Android,https://github.com/seven332/EhViewer,25,7
Mindustry,java,A sandbox tower defense game,https://github.com/Anuken/Mindustry,5,7
milkman,java,,https://github.com/warmuuh/milkman,19,7
Leetcode,java,Complete solutions to Leetcode problems; updated daily. (I'm looking for long-term contributors/partners to this repo! Send me PRs if you're interested! - 9/5/2018),https://github.com/fishercoder1534/Leetcode,16,7
dubbo-samples,java,samples for Apache Dubbo,https://github.com/apache/dubbo-samples,6,7
Signal-Android,java,A private messenger for Android.,https://github.com/signalapp/Signal-Android,7,7
The-Documentation-Compendium,unknown,📢Various README templates & tips on writing high-quality documentation that people want to read.,https://github.com/kylelobo/The-Documentation-Compendium,77,7
GitHubDaily,unknown,GitHubDaily 分享内容定期整理与分类。欢迎推荐、自荐项目，让更多人知道你的项目。,https://github.com/GitHubDaily/GitHubDaily,115,7
ds-cheatsheets,unknown,List of Data Science Cheatsheets to rule the world,https://github.com/FavioVazquez/ds-cheatsheets,21,7
one-python-craftsman,unknown,来自一位 Pythonista 的编程经验分享，内容涵盖编码技巧、最佳实践与思维模式等方面。,https://github.com/piglei/one-python-craftsman,46,7
xray,unknown,xray 安全评估工具,https://github.com/chaitin/xray,11,7
architect-awesome,unknown,后端架构师技术图谱,https://github.com/xingshaocheng/architect-awesome,98,7
zircon,unknown,"Zircon Kernel, Core Drivers, and Services",https://github.com/fuchsia-mirror/zircon,2,7
PENTESTING-BIBLE,unknown,Leran Ethical Hacking and penetration testing .hundreds of ethical hacking & penetration testing & red team & cyber security & computer science resources.,https://github.com/blaCCkHatHacEEkr/PENTESTING-BIBLE,205,7
weekly,unknown,《阿里云前端技术周刊》,https://github.com/aliyunfe/weekly,306,7
SparkInternals,unknown,Notes talking about the design and implementation of Apache Spark,https://github.com/JerryLead/SparkInternals,5,7
learn-regex,unknown,Learn regex the easy way,https://github.com/ziishaned/learn-regex,253,7
DeepLearning-500-questions,unknown,深度学习500问，以问答形式对常用的概率知识、线性代数、机器学习、深度学习、计算机视觉等热点问题进行阐述，以帮助自己及有需要的读者。 全书分为18个章节，50余万字。由于水平有限，书中不妥之处恳请广大读者批评指正。 未完待续............ 如有意合作，联系scutjy2015@163.com 版权所有，违权必究 Tan 2018.06,https://github.com/scutan90/DeepLearning-500-questions,854,7
notes,unknown,"detailed notes on computer science topics, in one page",https://github.com/darshanime/notes,120,7
blog,unknown,我是木易杨，公众号「高级前端进阶」作者，跟着我每周重点攻克一个前端面试重难点。接下来让我带你走进高级前端的世界，在进阶的路上，共勉！,https://github.com/yygmind/blog,107,7
open-source-cs,unknown,Video discussing this curriculum:,https://github.com/ForrestKnight/open-source-cs,28,7
free-programming-books-zh_CN,unknown,📚免费的计算机编程类中文书籍，欢迎投稿,https://github.com/justjavac/free-programming-books-zh_CN,31,7
bxaq,unknown,,https://github.com/motherboardgithub/bxaq,13,7
SJTU-Courses,unknown,上海交通大学课程资料分享,https://github.com/CoolPhilChen/SJTU-Courses,24,7
The-Flask-Mega-Tutorial-zh,unknown,翻译自Miguel Grinberg的blog https://blog.miguelgrinberg.com 的2017年新版The Flask Mega-Tutorial教程,https://github.com/luhuisicnu/The-Flask-Mega-Tutorial-zh,34,7
BERT_Paper_Chinese_Translation,unknown,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding 论文的中文翻译 Chinese Translation!,https://github.com/yuanxiaosc/BERT_Paper_Chinese_Translation,7,7
LiteratureDL4Graph,unknown,,https://github.com/DeepGraphLearning/LiteratureDL4Graph,222,7
android-developer-roadmap,unknown,Android Developer Roadmap 2019,https://github.com/mobile-roadmap/android-developer-roadmap,82,7
Data-Science--Cheat-Sheet,unknown,Cheat Sheets,https://github.com/abhat222/Data-Science--Cheat-Sheet,148,7
p1xt-guides,unknown,Programming curricula,https://github.com/P1xt/p1xt-guides,5,7
awesome-object-detection,unknown,Awesome Object Detection based on handong1587 github: https://handong1587.github.io/deep_learning/2015/10/09/object-detection.html,https://github.com/amusi/awesome-object-detection,20,7
my-git,unknown,Individual collecting material of learning git（有关 git 的学习资料）,https://github.com/xirong/my-git,7,7
Safety-Project-Collection,unknown,收集一些比较优秀的开源安全项目，以帮助甲方安全从业人员构建企业安全能力。,https://github.com/Bypass007/Safety-Project-Collection,59,7
The-Economist,unknown,The Economist 经济学人，持续更新,https://github.com/nailperry-zd/The-Economist,18,7
awesome-github-vue,unknown,Vue相关开源项目库汇总,https://github.com/opendigg/awesome-github-vue,7,7
frontend-challenges,unknown,💥Listing some playful open-source's challenges of jobs to test your knowledge,https://github.com/felipefialho/frontend-challenges,92,7
awesome-osint,unknown,😱A curated list of amazingly awesome OSINT,https://github.com/jivoi/awesome-osint,8,7
coding-interview-university,unknown,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,592,7
pwc,unknown,Papers with code. Sorted by stars. Updated weekly.,https://github.com/zziz/pwc,32,7
Android-Daily-Interview,unknown,每工作日更新一道 Android 面试题，小聚成河，大聚成江，共勉之～,https://github.com/Moosphan/Android-Daily-Interview,4,7
you-dont-know-js-ru,unknown,"📚Russian translation of ""You Don't Know JS"" book series",https://github.com/azat-io/you-dont-know-js-ru,4,7
backend-challenges,unknown,A public list of open-source challenges from jobs around the world,https://github.com/CollabCodeTech/backend-challenges,20,7
awesome-linux-rootkits,unknown,awesome-linux-rootkits,https://github.com/milabs/awesome-linux-rootkits,11,7
Awesome-Cellular-Hacking,unknown,Awesome-Cellular-Hacking,https://github.com/W00t3k/Awesome-Cellular-Hacking,120,7
Learn_Deep_Learning_in_6_Weeks,unknown,"This is the Curriculum for ""Learn Deep Learning in 6 Weeks"" by Siraj Raval on Youtube",https://github.com/llSourcell/Learn_Deep_Learning_in_6_Weeks,2,7
awesome-graph-classification,unknown,"A collection of important graph embedding, classification and representation learning papers with implementations.",https://github.com/benedekrozemberczki/awesome-graph-classification,237,7
developer-roadmap,unknown,Roadmap to becoming a web developer in 2019,https://github.com/kamranahmedse/developer-roadmap,48,7
