Name,Language,Description,URL,Stars,Month
nlp,python,Natural Language Processing Best Practices & Examples,https://github.com/microsoft/nlp,173,9
faceswap,python,Deepfakes Software For All,https://github.com/deepfakes/faceswap,24092,9
ML-From-Scratch,python,Machine Learning From Scratch. Bare bones NumPy implementations of machine learning models and algorithms with a focus on accessibility. Aims to cover everything from linear regression to deep learning.,https://github.com/eriklindernoren/ML-From-Scratch,100,9
baselines,python,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms,https://github.com/openai/baselines,5,9
brain-tokyo-workshop,python,🧠🗼,https://github.com/google/brain-tokyo-workshop,25,9
public-apis,python,A collective list of free APIs for use in software and web development.,https://github.com/public-apis/public-apis,280,9
gym,python,A toolkit for developing and comparing reinforcement learning algorithms.,https://github.com/openai/gym,17,9
ansible,python,"Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy. Avoid writing scripts or custom code to deploy and update your applications — automate in a language that approaches plain English, using SSH, with no agents to install on remote systems. https://docs.ansible.com/ansible/",https://github.com/ansible/ansible,52,9
flair,python,A very simple framework for state-of-the-art Natural Language Processing (NLP),https://github.com/zalandoresearch/flair,6,9
awesome-python-login-model,python,😮python模拟登陆一些大型网站，还有一些简单的爬虫，希望对你们有所帮助❤️，如果喜欢记得给个star哦🌟,https://github.com/Kr1s77/awesome-python-login-model,23,9
mlcourse.ai,python,Open Machine Learning Course,https://github.com/Yorko/mlcourse.ai,5072,9
12306,python,12306智能刷票，订票,https://github.com/testerSunshine/12306,10093,9
DeepFaceLab,python,"DeepFaceLab is a tool that utilizes machine learning to replace faces in videos. Includes prebuilt ready to work standalone Windows 7,8,10 binary (look readme.md).",https://github.com/iperov/DeepFaceLab,7825,9
chainer,python,A flexible framework of neural networks for deep learning,https://github.com/chainer/chainer,5022,9
pytorch-transformers,python,👾A library of state-of-the-art pretrained models for Natural Language Processing (NLP),https://github.com/huggingface/pytorch-transformers,11886,9
bert,python,TensorFlow code and pre-trained models for BERT,https://github.com/google-research/bert,17816,9
keras,python,Deep Learning for humans,https://github.com/keras-team/keras,43875,9
craftassist,python,A virtual assistant bot in Minecraft,https://github.com/facebookresearch/craftassist,302,9
erpnext,python,Open Source ERP built for the web,https://github.com/frappe/erpnext,5152,9
neural-structured-learning,python,,https://github.com/tensorflow/neural-structured-learning,77,9
ckiptagger,python,"CKIP Neural Chinese Word Segmentation, POS Tagging, and NER",https://github.com/ckiplab/ckiptagger,164,9
py12306,python,🚂12306 购票助手，支持分布式，多账号，多任务购票以及 Web 页面管理,https://github.com/pjialin/py12306,528,9
HungaBunga,python,HungaBunga: Brute-Force all sklearn models with all parameters using .fit .predict!,https://github.com/ypeleg/HungaBunga,14,9
spinningup,python,An educational resource to help anyone learn deep reinforcement learning.,https://github.com/openai/spinningup,7,9
sagemaker-python-sdk,python,A library for training and deploying machine learning models on Amazon SageMaker,https://github.com/aws/sagemaker-python-sdk,1,9
ceviche,python,🦐Electromagnetic Simulation + Automatic Differentiation,https://github.com/twhughes/ceviche,13,9
tiler,python,👷Build images with images,https://github.com/nuno-faria/tiler,563,9
instabot,python,"🐙Free Instagram scripts, bots and Python API wrapper. Get free instagram followers with our auto like, auto follow and other scripts!",https://github.com/instagrambot/instabot,93,9
tf-quant-finance,python,High-performance TensorFlow library for quantitative finance.,https://github.com/google/tf-quant-finance,168,9
data-science-ipython-notebooks,python,"Data science Python notebooks: Deep learning (TensorFlow, Theano, Caffe, Keras), scikit-learn, Kaggle, big data (Spark, Hadoop MapReduce, HDFS), matplotlib, pandas, NumPy, SciPy, Python essentials, AWS, and various command lines.",https://github.com/donnemartin/data-science-ipython-notebooks,155,9
roberta_zh,python,RoBERTa中文预训练模型: RoBERTa for Chinese,https://github.com/brightmart/roberta_zh,63,9
system-design-primer,python,Learn how to design large-scale systems. Prep for the system design interview. Includes Anki flashcards.,https://github.com/donnemartin/system-design-primer,253,9
numpy-ml,python,"Machine learning, in numpy",https://github.com/ddbourgin/numpy-ml,111,9
sherlock,python,🔎Find usernames across social networks,https://github.com/sherlock-project/sherlock,8,9
youtube-dl,python,Command-line program to download videos from YouTube.com and other video sites,https://github.com/ytdl-org/youtube-dl,73,9
easy12306,python,使用机器学习算法完成对12306验证码的自动识别,https://github.com/zhaipro/easy12306,127,9
redash,python,"Make Your Company Data Driven. Connect to any data source, easily visualize, dashboard and share your data.",https://github.com/getredash/redash,26,9
pythia,python,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR),https://github.com/facebookresearch/pythia,4,9
TcloudServer,python,Tcloud云测平台后端服务,https://github.com/bigbaser/TcloudServer,36,9
30-seconds-of-python,python,A curated collection of useful Python snippets that you can understand in 30 seconds or less.,https://github.com/30-seconds/30-seconds-of-python,489,9
learn2learn,python,PyTorch Meta-learning Framework for Researchers,https://github.com/learnables/learn2learn,67,9
mne-python,python,MNE : Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python,https://github.com/mne-tools/mne-python,23,9
home-assistant,python,🏡Open source home automation that puts local control and privacy first,https://github.com/home-assistant/home-assistant,65,9
pycparser,python,🐍Complete C99 parser in pure Python,https://github.com/eliben/pycparser,6,9
open-event-server,python,The Open Event Organizer Server to Manage Events https://api.eventyay.com | http://open-event-api.herokuapp.com,https://github.com/fossasia/open-event-server,35,9
manim,python,Animation engine for explanatory math videos,https://github.com/3b1b/manim,26,9
speedtest-cli,python,Command line interface for testing internet bandwidth using speedtest.net,https://github.com/sivel/speedtest-cli,16,9
anki,python,Anki for desktop computers,https://github.com/dae/anki,9,9
spaCy,python,💫Industrial-strength Natural Language Processing (NLP) with Python and Cython,https://github.com/explosion/spaCy,90,9
d2l-zh,python,《动手学深度学习》：面向中文读者、能运行、可讨论。英文版即伯克利“深度学习导论”教材。,https://github.com/d2l-ai/d2l-zh,371,9
big-list-of-naughty-strings,python,The Big List of Naughty Strings is a list of strings which have a high probability of causing issues when used as user-input data.,https://github.com/minimaxir/big-list-of-naughty-strings,23,9
SpeedTorch,python,Library for fastest pinned CPU <-> GPU transfer,https://github.com/Santosh-Gupta/SpeedTorch,47,9
Deep-Reinforcement-Learning-Algorithms-with-PyTorch,python,PyTorch implementations of deep reinforcement learning algorithms and environments,https://github.com/p-christ/Deep-Reinforcement-Learning-Algorithms-with-PyTorch,108,9
pwnagotchi,python,(⌐■_■) - Deep Reinforcement Learning vs WiFI,https://github.com/evilsocket/pwnagotchi,210,9
case-212,python,Открытое письмо специалистов IT-индустрии в защиту фигурантов «московского дела»,https://github.com/developers-against-repressions/case-212,237,9
mexican-government-report,python,"Text Mining on the 2019 Mexican Government Report, covering from extracting text from a PDF file to plotting the results.",https://github.com/PhantomInsights/mexican-government-report,75,9
iOS-DeviceSupport,python,"This repository holds the device support files for the iOS, and I will update it regularly.",https://github.com/iGhibli/iOS-DeviceSupport,36,9
Real-Time-Voice-Cloning,python,Clone a voice in 5 seconds to generate arbitrary speech in real-time,https://github.com/CorentinJ/Real-Time-Voice-Cloning,167,9
XX-Net,python,a web proxy tool,https://github.com/XX-net/XX-Net,31,9
bsuite,python,bsuite is a collection of carefully-designed experiments that investigate core capabilities of a reinforcement learning (RL) agent,https://github.com/deepmind/bsuite,32,9
ScoutSuite,python,Multi-Cloud Security Auditing Tool,https://github.com/nccgroup/ScoutSuite,7,9
pytorch-image-models,python,"PyTorch image models, scripts, pretrained weights -- (SE)ResNet/ResNeXT, DPN, EfficientNet, MixNet, MobileNet-V3/V2/V1, MNASNet, Single-Path NAS, FBNet, and more",https://github.com/rwightman/pytorch-image-models,11,9
c9-python-getting-started,python,Sample code for Channel 9 Python for Beginners course,https://github.com/microsoft/c9-python-getting-started,747,9
FinMind,python,"Open Data, more than 50 financial data. 提供超過 50 個金融資料，每天更新",https://github.com/linsamtw/FinMind,24,9
compose,python,Define and run multi-container applications with Docker,https://github.com/docker/compose,15,9
ambassador,python,open source Kubernetes-native API gateway for microservices built on the Envoy Proxy,https://github.com/datawire/ambassador,1,9
ceph-ansible,python,"Ansible playbooks to deploy Ceph, the distributed filesystem.",https://github.com/ceph/ceph-ansible,3,9
examples,python,"A set of examples around pytorch in Vision, Text, Reinforcement Learning, etc.",https://github.com/pytorch/examples,24,9
locust,python,Scalable user load testing tool written in Python,https://github.com/locustio/locust,6,9
ckan,python,"CKAN is an open-source DMS (data management system) for powering data hubs and data portals. CKAN makes it easy to publish, share and use data. It powers datahub.io, catalog.data.gov and europeandataportal.eu/data/en/dataset among many other sites.",https://github.com/ckan/ckan,5,9
electricitymap-contrib,python,A real-time visualisation of the CO2 emissions of electricity consumption,https://github.com/tmrowco/electricitymap-contrib,21,9
FaceForensics,python,Github of the FaceForensics dataset,https://github.com/ondyari/FaceForensics,76,9
Python,python,My Python Examples,https://github.com/geekcomputers/Python,112,9
wxpy,python,微信机器人 / 可能是最优雅的微信个人号 API✨✨,https://github.com/youfou/wxpy,242,9
100-Days-Of-ML-Code,python,100 Days of ML Coding,https://github.com/Avik-Jain/100-Days-Of-ML-Code,226,9
transformers,python,🤗Transformers: State-of-the-art Natural Language Processing for TensorFlow 2.0 and PyTorch.,https://github.com/huggingface/transformers,386,9
rlpyt,python,Reinforcement Learning in PyTorch,https://github.com/astooke/rlpyt,33,9
DeepLearningExamples,python,Deep Learning Examples,https://github.com/NVIDIA/DeepLearningExamples,10,9
django,python,The Web framework for perfectionists with deadlines.,https://github.com/django/django,29,9
hope-boot,java,🌱🚀一款现代化的脚手架项目。企业开发？接外包？赚外快？还是学习？这都能满足你，居家必备，值得拥有🍻整合Springboot2，单点登陆+tk.mybatis+shiro+redis+thymeleaf+maven+swagger前后端分离接口管理+代码生成+定时任务+数据库版本管理flyway+hutool工具包，等实用技术。,https://github.com/hope-for/hope-boot,2633,9
CS-Notes,java,📚Tech Interview Guide 技术面试必备基础知识、Leetcode 题解、Java、C++、Python、后端面试、操作系统、计算机网络、系统设计,https://github.com/CyC2018/CS-Notes,76569,9
spring-analysis,java,Spring源码阅读,https://github.com/seaswalker/spring-analysis,143,9
react-native-webview,java,React Native Cross-Platform WebView,https://github.com/react-native-community/react-native-webview,1655,9
dubbo,java,"Apache Dubbo is a high-performance, java based, open source RPC framework.",https://github.com/apache/dubbo,15,9
eladmin,java,项目基于 Spring Boot 2.1.0 、 Jpa、 Spring Security、redis、Vue的前后端分离的后台管理系统，项目采用分模块开发方式， 权限控制采用 RBAC，支持数据字典与数据权限管理，支持一键生成前后端代码，支持动态路由,https://github.com/elunez/eladmin,2899,9
java-design-patterns,java,Design patterns implemented in Java,https://github.com/iluwatar/java-design-patterns,21,9
spring-cloud-alibaba,java,Spring Cloud Alibaba provides a one-stop solution for application development for the distributed solutions of Alibaba middleware.,https://github.com/alibaba/spring-cloud-alibaba,46,9
DoraemonKit,java,"简称 ""DoKit"" 。一款功能齐全的客户端（ iOS 、Android ）研发助手，你值得拥有。",https://github.com/didi/DoraemonKit,2,9
MVVMHabit,java,👕基于谷歌最新AAC架构，MVVM设计模式的一套快速开发库，整合Okhttp+RxJava+Retrofit+Glide等主流模块，满足日常开发需求。使用该框架可以快速开发一个高质量、易维护的Android应用。,https://github.com/goldze/MVVMHabit,6,9
JavaGuide,java,【Java学习+面试指南】 一份涵盖大部分Java程序员所需要掌握的核心知识。,https://github.com/Snailclimb/JavaGuide,54031,9
easyexcel,java,快速、简单避免OOM的java处理Excel工具,https://github.com/alibaba/easyexcel,8640,9
xxl-job,java,A lightweight distributed task scheduling framework.（分布式任务调度平台XXL-JOB）,https://github.com/xuxueli/xxl-job,9822,9
SpringCloudLearning,java,《史上最简单的Spring Cloud教程源码》,https://github.com/forezp/SpringCloudLearning,10074,9
QMUI_Android,java,提高 Android UI 开发效率的 UI 库,https://github.com/Tencent/QMUI_Android,8931,9
fullstack-tutorial,java,🚀fullstack tutorial 2019，后台技术栈/架构师之路/全栈开发社区，春招/秋招/校招/面试,https://github.com/frank-lam/fullstack-tutorial,5500,9
micrometer,java,"An application metrics facade for the most popular monitoring tools. Think SLF4J, but for metrics.",https://github.com/micrometer-metrics/micrometer,1,9
