Name,Language,Description,URL,Stars,Month
Python-crawler-tutorial-starts-from-zero,python,"python爬虫教程，带你从零到一，包含js逆向，selenium, tesseract OCR识别,mongodb的使用，以及scrapy框架",https://github.com/CriseLYJ/Python-crawler-tutorial-starts-from-zero,309,4
bsed,python,Simple SQL-like syntax on top of Perl text processing.,https://github.com/andrewbihl/bsed,269,4
awesome-python-login-model,python,😮python模拟登陆一些大型网站，还有一些简单的爬虫，希望对你们有所帮助❤️，如果喜欢记得给个star哦🌟,https://github.com/CriseLYJ/awesome-python-login-model,464,4
pyright,python,Static type checker for Python,https://github.com/Microsoft/pyright,92,4
system-design-primer,python,Learn how to design large-scale systems. Prep for the system design interview. Includes Anki flashcards.,https://github.com/donnemartin/system-design-primer,299,4
USTC-Course,python,❤️中国科学技术大学课程资源,https://github.com/USTC-Resource/USTC-Course,969,4
models,python,Models and examples built with TensorFlow,https://github.com/tensorflow/models,581,4
FastFCN,python,FastFCN: Rethinking Dilated Convolution in the Backbone for Semantic Segmentation.,https://github.com/wuhuikai/FastFCN,71,4
awesome-python,python,"A curated list of awesome Python frameworks, libraries, software and resources",https://github.com/vinta/awesome-python,273,4
acronym,python,ACRONYM (Acronym CReatiON for You and Me),https://github.com/bacook17/acronym,69,4
mathematics_dataset,python,,https://github.com/deepmind/mathematics_dataset,322,4
public-apis,python,A collective list of free APIs for use in software and web development.,https://github.com/toddmotto/public-apis,276,4
PyTorch-BigGraph,python,Software used for generating embeddings from large-scale graph-structured data.,https://github.com/facebookresearch/PyTorch-BigGraph,188,4
AmpliGraph,python,Python library for Representation Learning on Knowledge Graphs,https://github.com/Accenture/AmpliGraph,139,4
CDCS,python,Chinese Data Competitions' Solutions,https://github.com/geekinglcq/CDCS,82,4
docker-py,python,A Python library for the Docker Engine API,https://github.com/docker/docker-py,80,4
Python,python,All Algorithms implemented in Python,https://github.com/TheAlgorithms/Python,3283,4
CheatSheetSeries,python,The OWASP Cheat Sheet Series was created to provide a concise collection of high value information on specific application security topics.,https://github.com/OWASP/CheatSheetSeries,415,4
OUCML,python,,https://github.com/OUCMachineLearning/OUCML,68,4
RandWireNN,python,"Implementation of: ""Exploring Randomly Wired Neural Networks for Image Recognition""",https://github.com/seungwonpark/RandWireNN,61,4
100-Days-Of-ML-Code,python,100 Days of ML Coding,https://github.com/Avik-Jain/100-Days-Of-ML-Code,53,4
ChromeAppHeroes,python,"🌈Chrome插件英雄榜, 为优秀的Chrome插件写一本中文说明书, 让Chrome插件英雄们造福人类~ ChromePluginHeroes, Write a Chinese manual for the excellent Chrome plugin, let the Chrome plugin heroes benefit the human~",https://github.com/zhaoolee/ChromeAppHeroes,1445,4
