Name,Language,Description,URL,Stars,Month
GitHub-Chinese-Top-Charts,python,🇨🇳GitHub中文排行榜，帮助你发现高分优秀中文项目、更高效地吸收国人的优秀经验成果；榜单每周更新一次，敬请关注！（最近更新于10月9日，上班快乐🎉）,https://github.com/kon9chunkit/GitHub-Chinese-Top-Charts,2967,10
interview_internal_reference,python,2019年最新总结，阿里，腾讯，百度，美团，头条等技术面试题目，以及答案，专家出题人分析汇总。,https://github.com/0voice/interview_internal_reference,604,10
pytorch-CycleGAN-and-pix2pix,python,Image-to-Image Translation in PyTorch,https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix,13,10
12306,python,12306智能刷票，订票,https://github.com/testerSunshine/12306,105,10
data-science-ipython-notebooks,python,"Data science Python notebooks: Deep learning (TensorFlow, Theano, Caffe, Keras), scikit-learn, Kaggle, big data (Spark, Hadoop MapReduce, HDFS), matplotlib, pandas, NumPy, SciPy, Python essentials, AWS, and various command lines.",https://github.com/donnemartin/data-science-ipython-notebooks,70,10
OUCML,python,,https://github.com/OUCMachineLearning/OUCML,35,10
Python-100-Days,python,出处：https://github.com/jackfrued/Python-100-Days.git,https://github.com/ZiniuLu/Python-100-Days,20,10
DeepFaceLab,python,"DeepFaceLab is a tool that utilizes machine learning to replace faces in videos. Includes prebuilt ready to work standalone Windows 7,8,10 binary (look readme.md).",https://github.com/iperov/DeepFaceLab,26,10
tvm,python,"Open deep learning compiler stack for cpu, gpu and specialized accelerators",https://github.com/dmlc/tvm,9,10
detectron2,python,Detectron2 is FAIR's next-generation research platform for object detection and segmentation.,https://github.com/facebookresearch/detectron2,1807,10
wtfpython-cn,python,wtfpython的中文翻译/施工结束/ 能力有限，欢迎帮我改进翻译,https://github.com/leisurelicht/wtfpython-cn,38,10
insightface,python,Face Analysis Project on MXNet,https://github.com/deepinsight/insightface,21,10
fairseq,python,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,https://github.com/pytorch/fairseq,18,10
black,python,The uncompromising Python code formatter,https://github.com/psf/black,63,10
Detectron,python,"FAIR's research platform for object detection research, implementing popular algorithms like Mask R-CNN and RetinaNet.",https://github.com/facebookresearch/Detectron,27,10
Ultra-Light-Fast-Generic-Face-Detector-1MB,python,💎1MB轻量级通用人脸检测模型,https://github.com/Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,664,10
python-cheatsheet,python,Comprehensive Python Cheatsheet,https://github.com/gto76/python-cheatsheet,50,10
Awesome-WAF,python,🔥Everything awesome about web-application firewalls (WAF).,https://github.com/0xInfection/Awesome-WAF,30,10
system-design-primer,python,Learn how to design large-scale systems. Prep for the system design interview. Includes Anki flashcards.,https://github.com/donnemartin/system-design-primer,78,10
hydra,python,Hydra is a framework for elegantly configuring complex applications,https://github.com/facebookresearch/hydra,47,10
ansible,python,"Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy. Avoid writing scripts or custom code to deploy and update your applications — automate in a language that approaches plain English, using SSH, with no agents to install on remote systems. https://docs.ansible.com/ansible/",https://github.com/ansible/ansible,14,10
CppCoreGuidelines,python,"The C++ Core Guidelines are a set of tried-and-true guidelines, rules, and best practices about coding in C++",https://github.com/isocpp/CppCoreGuidelines,84,10
Pytorch-UNet,python,"Pytorch implementation of the U-Net for image semantic segmentation, with dense CRF post-processing",https://github.com/milesial/Pytorch-UNet,6,10
KnowledgeGraphData,python,史上最大规模1.4亿中文知识图谱开源下载,https://github.com/ownthink/KnowledgeGraphData,718,10
botorch,python,Bayesian optimization in PyTorch,https://github.com/pytorch/botorch,47,10
100-Days-of-ML-Code-Chinese-Version,python,Chinese Translation for Machine Learning Infographics,https://github.com/Avik-Jain/100-Days-of-ML-Code-Chinese-Version,124,10
sagemaker-python-sdk,python,A library for training and deploying machine learning models on Amazon SageMaker,https://github.com/aws/sagemaker-python-sdk,1,10
mlflow,python,Open source platform for the machine learning lifecycle,https://github.com/mlflow/mlflow,20,10
wait-for-it,python,Pure bash script to test and wait on the availability of a TCP host and port,https://github.com/vishnubob/wait-for-it,8,10
sentry,python,"Sentry is cross-platform application monitoring, with a focus on error reporting.",https://github.com/getsentry/sentry,13,10
zipline,python,"Zipline, a Pythonic Algorithmic Trading Library",https://github.com/quantopian/zipline,167,10
tensortrade,python,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",https://github.com/notadamking/tensortrade,59,10
awesome-python,python,"A curated list of awesome Python frameworks, libraries, software and resources",https://github.com/vinta/awesome-python,127,10
chrome_password_grabber,python,Get unencrypted 'Saved Password' from Google Chrome,https://github.com/x899/chrome_password_grabber,31,10
machine_learning_examples,python,A collection of machine learning examples and tutorials.,https://github.com/lazyprogrammer/machine_learning_examples,5,10
sherlock,python,🔎Find usernames across social networks,https://github.com/sherlock-project/sherlock,38,10
chineseGLUE,python,"Language Understanding Evaluation benchmark for Chinese: datasets, baselines, pre-trained models,corpus and leaderboard",https://github.com/chineseGLUE/chineseGLUE,50,10
wxpy,python,微信机器人 / 可能是最优雅的微信个人号 API✨✨,https://github.com/youfou/wxpy,26,10
AiLearning,python,AiLearning: 机器学习 - MachineLearning - ML、深度学习 - DeepLearning - DL、自然语言处理 NLP,https://github.com/apachecn/AiLearning,154,10
google-research,python,Google AI Research,https://github.com/google-research/google-research,175,10
jet-bridge,python,Jet Bridge (Universal) for Jet Admin – API-based Admin Panel Framework for your application,https://github.com/jet-admin/jet-bridge,17,10
30-seconds-of-python,python,A curated collection of useful Python snippets that you can understand in 30 seconds or less.,https://github.com/30-seconds/30-seconds-of-python,34,10
Arjun,python,HTTP parameter discovery suite.,https://github.com/s0md3v/Arjun,12,10
ML-From-Scratch,python,Machine Learning From Scratch. Bare bones NumPy implementations of machine learning models and algorithms with a focus on accessibility. Aims to cover everything from linear regression to deep learning.,https://github.com/eriklindernoren/ML-From-Scratch,57,10
kudeki-chain,python,Nth commit must have commit hash with N leading zeros - 진짜 구데기컵 2018,https://github.com/seungwonpark/kudeki-chain,6,10
neural-networks-and-deep-learning,python,"Code samples for my book ""Neural Networks and Deep Learning""",https://github.com/mnielsen/neural-networks-and-deep-learning,6,10
napari,python,"napari: a fast, interactive, multi-dimensional image viewer for python",https://github.com/napari/napari,12,10
faceswap,python,Deepfakes Software For All,https://github.com/deepfakes/faceswap,19,10
gensim,python,Topic Modelling for Humans,https://github.com/RaRe-Technologies/gensim,12,10
learnable-triangulation-pytorch,python,"This repository is an official PyTorch implementation of the paper ""Learnable Triangulation of Human Pose"" (ICCV 2019, oral). Proposed method archives state-of-the-art results in multi-view 3D human pose estimation!",https://github.com/karfly/learnable-triangulation-pytorch,3,10
iOS-DeviceSupport,python,"This repository holds the device support files for the iOS, and I will update it regularly.",https://github.com/iGhibli/iOS-DeviceSupport,143,10
KubeOperator,python,KubeOperator 是一个开源项目，通过 Web UI 在 VMware、OpenStack、物理机上一键部署和管理生产级别的 Kubernetes 集群。,https://github.com/KubeOperator/KubeOperator,31,10
NLP-progress,python,"Repository to track the progress in Natural Language Processing (NLP), including the datasets and the current state-of-the-art for the most common NLP tasks.",https://github.com/sebastianruder/NLP-progress,43,10
SlowFast,python,Present SlowFast networks for video recognition.,https://github.com/facebookresearch/SlowFast,56,10
cvxpylayers,python,Differentiable convex optimization layers,https://github.com/cvxgrp/cvxpylayers,49,10
compose,python,Define and run multi-container applications with Docker,https://github.com/docker/compose,17,10
the-gan-zoo,python,A list of all named GANs!,https://github.com/hindupuravinash/the-gan-zoo,35,10
Mindustry,java,A sandbox tower defense game,https://github.com/Anuken/Mindustry,132,10
LeetCodeAnimation,java,Demonstrate all the questions on LeetCode in the form of animation.（用动画的形式呈现解LeetCode题目的思路）,https://github.com/MisterBooo/LeetCodeAnimation,175,10
proxyee-down,java,http下载工具，基于http代理，支持多连接分块下载,https://github.com/proxyee-down-org/proxyee-down,7,10
gpmall,java,【咕泡学院实战项目】-基于SpringBoot+Dubbo构建的电商平台-微服务架构、商城、电商、微服务、高并发、kafka、Elasticsearch,https://github.com/2227324689/gpmall,181,10
spring-framework,java,Spring Framework,https://github.com/spring-projects/spring-framework,37,10
rocketmq,java,Mirror of Apache RocketMQ,https://github.com/apache/rocketmq,11,10
Java,java,All Algorithms implemented in Java,https://github.com/TheAlgorithms/Java,353,10
dubbo,java,"Apache Dubbo is a high-performance, java based, open source RPC framework.",https://github.com/apache/dubbo,12,10
SpringCloudLearning,java,《史上最简单的Spring Cloud教程源码》,https://github.com/forezp/SpringCloudLearning,17,10
JavaGuide,java,【Java学习+面试指南】 一份涵盖大部分Java程序员所需要掌握的核心知识。,https://github.com/Snailclimb/JavaGuide,775,10
testcontainers-java,java,"Testcontainers is a Java library that supports JUnit tests, providing lightweight, throwaway instances of common databases, Selenium web browsers, or anything else that can run in a Docker container.",https://github.com/testcontainers/testcontainers-java,11,10
react-native-push-notification,java,React Native Local and Remote Notifications,https://github.com/zo0r/react-native-push-notification,3,10
Teaching-HEIGVD-AMT-MVC-simple-example,java,A very simple example to demonstrate the MVC pattern with servlets and JSPs,https://github.com/SoftEng-HEIGVD/Teaching-HEIGVD-AMT-MVC-simple-example,1,10
nifi,java,Mirror of Apache NiFi,https://github.com/apache/nifi,5,10
spring-boot,java,Spring Boot,https://github.com/spring-projects/spring-boot,16,10
antlr4,java,"ANTLR (ANother Tool for Language Recognition) is a powerful parser generator for reading, processing, executing, or translating structured text or binary files.",https://github.com/antlr/antlr4,3,10
ksql,java,KSQL - the Streaming SQL Engine for Apache Kafka,https://github.com/confluentinc/ksql,5,10
hapi-fhir,java,HAPI FHIR - Java API for HL7 FHIR Clients and Servers,https://github.com/jamesagnew/hapi-fhir,2,10
quarkus,java,Quarkus: Supersonic Subatomic Java.,https://github.com/quarkusio/quarkus,11,10
Anime4K,java,A High-Quality Real Time Upscaler for Anime Video,https://github.com/bloc97/Anime4K,1148,10
java-design-patterns,java,Design patterns implemented in Java,https://github.com/iluwatar/java-design-patterns,24,10
interview,java,Interview questions,https://github.com/mission-peace/interview,7,10
strongbox,java,Strongbox is an artifact repository manager.,https://github.com/strongbox/strongbox,4,10
user-interface-samples,java,Multiple samples showing the best practices in user-interface on Android.,https://github.com/android/user-interface-samples,21,10
Telegram,java,Telegram for Android source,https://github.com/DrKLO/Telegram,4,10
SkyStone,java,FTC SDK,https://github.com/FIRST-Tech-Challenge/SkyStone,1,10
JAViewer,java,更优雅的驾车体验,https://github.com/SplashCodes/JAViewer,3,10
Arduino,java,open-source electronics prototyping platform,https://github.com/arduino/Arduino,7,10
skywalking,java,"APM, Application Performance Monitoring System",https://github.com/apache/skywalking,18,10
CS-Notes,java,📚Tech Interview Guide 技术面试必备基础知识、Leetcode 题解、Java、C++、Python、后端面试、操作系统、计算机网络、系统设计,https://github.com/CyC2018/CS-Notes,326,10
mall,java,mall项目是一套电商系统，包括前台商城系统及后台管理系统，基于SpringBoot+MyBatis实现。 前台商城系统包含首页门户、商品推荐、商品搜索、商品展示、购物车、订单流程、会员中心、客户服务、帮助中心等模块。 后台管理系统包含商品管理、订单管理、会员管理、促销管理、运营管理、内容管理、统计报表、财务管理、权限管理、设置等模块。,https://github.com/macrozheng/mall,380,10
easyexcel,java,快速、简单避免OOM的java处理Excel工具,https://github.com/alibaba/easyexcel,104,10
spring-analysis,java,Spring源码阅读,https://github.com/seaswalker/spring-analysis,114,10
xxl-job,java,A lightweight distributed task scheduling framework.（分布式任务调度平台XXL-JOB）,https://github.com/xuxueli/xxl-job,64,10
apollo,java,Apollo（阿波罗）是携程框架部门研发的分布式配置中心，能够集中化管理应用不同环境、不同集群的配置，配置修改后能够实时推送到应用端，并且具备规范的权限、流程治理等特性，适用于微服务配置管理场景。,https://github.com/ctripcorp/apollo,69,10
advanced-java,java,😮互联网 Java 工程师进阶知识完全扫盲：涵盖高并发、分布式、高可用、微服务等领域知识，后端同学必看，前端同学也可学习,https://github.com/doocs/advanced-java,82,10
nacos,java,"an easy-to-use dynamic service discovery, configuration and service management platform for building cloud native applications.",https://github.com/alibaba/nacos,18,10
zheng,java,基于Spring+SpringMVC+Mybatis分布式敏捷开发系统架构，提供整套公共微服务服务模块：集中权限管理（单点登录）、内容管理、支付中心、用户管理（支持第三方登录）、微信平台、存储系统、配置中心、日志分析、任务和通知等，支持服务治理、监控和追踪，努力为中小型企业打造全方位J2EE企业级开发解决方案。,https://github.com/shuzheng/zheng,16,10
canal,java,阿里巴巴 MySQL binlog 增量订阅&消费组件,https://github.com/alibaba/canal,15,10
elasticsearch,java,"Open Source, Distributed, RESTful Search Engine",https://github.com/elastic/elasticsearch,22,10
hbase,java,Mirror of Apache HBase,https://github.com/apache/hbase,8,10
NewPipe,java,A libre lightweight streaming front-end for Android.,https://github.com/TeamNewPipe/NewPipe,81,10
eladmin,java,项目基于 Spring Boot 2.1.0 、 Jpa、 Spring Security、redis、Vue的前后端分离的后台管理系统，项目采用分模块开发方式， 权限控制采用 RBAC，支持数据字典与数据权限管理，支持一键生成前后端代码，支持动态路由,https://github.com/elunez/eladmin,93,10
incubator-shardingsphere-example,java,Sharding-Sphere examples,https://github.com/apache/incubator-shardingsphere-example,3,10
vhr,java,微人事是一个前后端分离的人力资源管理系统，项目采用SpringBoot+Vue开发。,https://github.com/lenve/vhr,73,10
onemall,java,mall 商城，基于微服务的思想，构建在 B2C 电商场景下的项目实战。核心技术栈，是 Spring Boot + Dubbo 。未来，会重构成 Spring Cloud Alibaba 。,https://github.com/YunaiV/onemall,25,10
incubator-dolphinscheduler,java,"Dolphin Scheduler is a distributed and easy-to-expand visual DAG workflow scheduling system, dedicated to solving the complex dependencies in data processing, making the scheduling system out of the box for data processing.",https://github.com/apache/incubator-dolphinscheduler,19,10
karate,java,Test Automation Made Simple,https://github.com/intuit/karate,7,10
tutorials,java,"The ""REST With Spring"" Course:",https://github.com/eugenp/tutorials,51,10
zuul,java,"Zuul is a gateway service that provides dynamic routing, monitoring, resiliency, security, and more.",https://github.com/Netflix/zuul,6,10
hutool,java,A set of tools that keep Java sweet.,https://github.com/looly/hutool,26,10
spring-cloud-alibaba,java,Spring Cloud Alibaba provides a one-stop solution for application development for the distributed solutions of Alibaba middleware.,https://github.com/alibaba/spring-cloud-alibaba,46,10
rabbitmq-tutorials,java,Tutorials for using RabbitMQ in various ways,https://github.com/rabbitmq/rabbitmq-tutorials,3,10
google-cloud-java,java,Google Cloud Client Library for Java,https://github.com/googleapis/google-cloud-java,2,10
wiremock,java,A tool for mocking HTTP services,https://github.com/tomakehurst/wiremock,3,10
geoserver,java,Official GeoServer repository,https://github.com/geoserver/geoserver,4,10
Algorithms,java,A collection of algorithms and data structures,https://github.com/williamfiset/Algorithms,30,10
bazel,java,"a fast, scalable, multi-language and extensible build system",https://github.com/bazelbuild/bazel,24,10
magnetW,java,磁力搜网页版 - 磁力链接聚合搜索 - https://bt.lansou.pw,https://github.com/dengyuhan/magnetW,49,10
CtCI-6th-Edition,java,Cracking the Coding Interview 6th Ed. Solutions,https://github.com/careercup/CtCI-6th-Edition,8,10
data-structures,java,A collection of powerful data structures,https://github.com/williamfiset/data-structures,15,10
algs4,java,"Algorithms, 4th edition textbook code and libraries",https://github.com/kevin-wayne/algs4,9,10
Pix-EzViewer,java,一个支持免代理直连及查看动图的第三方Pixiv android客户端,https://github.com/Notsfsssf/Pix-EzViewer,11,10
tablesaw,java,Java dataframe and visualization library,https://github.com/jtablesaw/tablesaw,25,10
Head-First-Design-Patterns,java,Code for Head First Design Patterns book (2014),https://github.com/bethrobson/Head-First-Design-Patterns,5,10
mantis,java,"A platform that makes it easy for developers to build realtime, cost-effective, operations-focused applications",https://github.com/Netflix/mantis,93,10
seata,java,"🔥Seata is an easy-to-use, high-performance, open source distributed transaction solution.",https://github.com/seata/seata,25,10
Auto.js,java,"A UiAutomator on android, does not need root access(安卓平台上的JavaScript自动化工具)",https://github.com/hyb1996/Auto.js,198,10
algorithm004-01,java,,https://github.com/algorithm004-01/algorithm004-01,99,10
fullstack-tutorial,java,🚀fullstack tutorial 2019，后台技术栈/架构师之路/全栈开发社区，春招/秋招/校招/面试,https://github.com/frank-lam/fullstack-tutorial,193,10
runelite,java,Open source Old School RuneScape client,https://github.com/runelite/runelite,2,10
clojure,java,The Clojure programming language,https://github.com/clojure/clojure,10,10
libsvm,java,,https://github.com/cjlin1/libsvm,1,10
mlkit-material-android,java,ML Kit Showcase App with Material Design,https://github.com/firebase/mlkit-material-android,3,10
SpringAll,java,循序渐进，学习Spring Boot、Spring Boot & Shiro、Spring Cloud、Spring Security & Spring Security OAuth2，博客Spring系列源码,https://github.com/wuyouzhuguli/SpringAll,43,10
kafka,java,Mirror of Apache Kafka,https://github.com/apache/kafka,19,10
machine-learning-for-software-engineers,unknown,A complete daily plan for studying to become a machine learning engineer.,https://github.com/ZuzooVn/machine-learning-for-software-engineers,7,10
free-programming-books,unknown,📚Freely available programming books,https://github.com/EbookFoundation/free-programming-books,52,10
awesome-spider,unknown,爬虫集合,https://github.com/facert/awesome-spider,58,10
weekly,unknown,科技爱好者周刊，每周五发布,https://github.com/ruanyf/weekly,20,10
1024app-android,unknown,草榴官方客户端，小草客户端，Android,https://github.com/yuuwill/1024app-android,8,10
Machine-learning-learning-notes,unknown,周志华《机器学习》又称西瓜书是一本较为全面的书籍，书中详细介绍了机器学习领域不同类型的算法(例如：监督学习、无监督学习、半监督学习、强化学习、集成降维、特征选择等)，记录了本人在学习过程中的理解思路与扩展知识点，希望对新人阅读西瓜书有所帮助！,https://github.com/Vay-keen/Machine-learning-learning-notes,103,10
deep_learning_object_detection,unknown,A paper list of object detection using deep learning.,https://github.com/hoya012/deep_learning_object_detection,10,10
alloc8,unknown,Write-up for alloc8 untethered bootrom exploit for iPhone 3GS,https://github.com/axi0mX/alloc8,13,10
PLMpapers,unknown,Must-read Papers on pre-trained language models.,https://github.com/thunlp/PLMpapers,215,10
Beginner-Network-Pentesting,unknown,Notes for Beginner Network Pentesting Course,https://github.com/hmaverickadams/Beginner-Network-Pentesting,109,10
Data-Science--Cheat-Sheet,unknown,Cheat Sheets,https://github.com/abhat222/Data-Science--Cheat-Sheet,371,10
first-contributions,unknown,🚀✨Help beginners to contribute to open source projects,https://github.com/firstcontributions/first-contributions,93,10
awesome-for-beginners,unknown,A list of awesome beginners-friendly projects.,https://github.com/MunGell/awesome-for-beginners,105,10
trackerslist,unknown,Updated list of public BitTorrent trackers,https://github.com/ngosang/trackerslist,56,10
awesome-hacktoberfest-2019,unknown,A curated list of awesome Hacktoberfest 2019 repositories,https://github.com/OtacilioN/awesome-hacktoberfest-2019,11,10
azure-pipelines-yaml,unknown,"Azure Pipelines YAML examples, templates, and community interaction",https://github.com/microsoft/azure-pipelines-yaml,1,10
checkm8gui,unknown,A GUI version of axi0mX's ipwndfu exploit,https://github.com/emeryferrari/checkm8gui,2,10
Analyzing-Visualizing-Data-PowerBI,unknown,"This repository contains the lab files and other resources for the free Microsoft course DAT207x: Analyzing and Visualizing Data with Power BI. To learn how to connect, explore, and visualize data with Power BI, sign up for this course on edX.",https://github.com/MicrosoftLearning/Analyzing-Visualizing-Data-PowerBI,3,10
Interview-Preparation,unknown,Interview Preparation material for Senior Software Engineer - Android role,https://github.com/yashasvigirdhar/Interview-Preparation,66,10
Free-Algorithm-Books-1,unknown,,https://github.com/790013438/Free-Algorithm-Books-1,3,10
PENTESTING-BIBLE,unknown,This repository was created and developed by Ammar Amer @cry__pto Only. Updates to this repository will continue to arrive until the number of links reaches 10000 links & 10000 pdf files .Learn Ethical Hacking and penetration testing .hundreds of ethical hacking & penetration testing & red team & cyber security & computer science resources.,https://github.com/blaCCkHatHacEEkr/PENTESTING-BIBLE,327,10
linux-kernel-exploitation,unknown,A bunch of links related to Linux kernel exploitation,https://github.com/xairy/linux-kernel-exploitation,24,10
expo-common-issues,unknown,Common issues while developing with Expo,https://github.com/Rocketseat/expo-common-issues,38,10
computer-science,unknown,🎓Path to a free self-taught education in Computer Science!,https://github.com/ossu/computer-science,909,10
You-Dont-Know-JS,unknown,A book series on JavaScript. @YDKJS on twitter.,https://github.com/getify/You-Dont-Know-JS,168,10
AMD_Vanilla,unknown,Native AMD macOS via Clover KernelToPatch,https://github.com/AMD-OSX/AMD_Vanilla,4,10
reverse-interview,unknown,Questions to ask the company during your interview,https://github.com/viraptor/reverse-interview,133,10
download,unknown,蓝灯Windows下载 https://raw.githubusercontent.com/getlantern/lantern-binaries/master/lantern-installer.exe 蓝灯安卓下载 https://raw.githubusercontent.com/getlantern/lantern-binaries/master/lantern-installer.apk,https://github.com/getlantern/download,11,10
Flexbox30,unknown,Learn Flexbox in 30 days with 30 code tidbits✨,https://github.com/samanthaming/Flexbox30,108,10
DeepLearning-500-questions,unknown,深度学习500问，以问答形式对常用的概率知识、线性代数、机器学习、深度学习、计算机视觉等热点问题进行阐述，以帮助自己及有需要的读者。 全书分为18个章节，50余万字。由于水平有限，书中不妥之处恳请广大读者批评指正。 未完待续............ 如有意合作，联系scutjy2015@163.com 版权所有，违权必究 Tan 2018.06,https://github.com/scutan90/DeepLearning-500-questions,164,10
awesome-wechat-weapp,unknown,微信小程序开发资源汇总💯,https://github.com/justjavac/awesome-wechat-weapp,264,10
IntelliJ-IDEA-Tutorial,unknown,IntelliJ IDEA 简体中文专题教程,https://github.com/judasn/IntelliJ-IDEA-Tutorial,32,10
free-programming-books-zh_CN,unknown,📚免费的计算机编程类中文书籍，欢迎投稿,https://github.com/justjavac/free-programming-books-zh_CN,380,10
resilience-engineering,unknown,Resilience engineering papers,https://github.com/lorin/resilience-engineering,72,10
OnJava8,unknown,《On Java 8》中文版，又名《Java编程思想》 第5版,https://github.com/LingCoder/OnJava8,39,10
nrol-39-logo,unknown,A vector PDF of the official mission logo of NROL-39,https://github.com/palewire/nrol-39-logo,102,10
free-api,unknown,"收集免费的接口服务,做一个api的搬运工",https://github.com/fangzesheng/free-api,1297,10
pwc,unknown,Papers with code. Sorted by stars. Updated weekly.,https://github.com/zziz/pwc,21,10
TeachYourselfCS-CN,unknown,TeachYourselfCS 的中文翻译 | A Chinese translation of TeachYourselfCS,https://github.com/keithnull/TeachYourselfCS-CN,14,10
Specs,unknown,The CocoaPods Master Repo,https://github.com/CocoaPods/Specs,8,10
Become-A-Full-Stack-Web-Developer,unknown,Free resources for learning Full Stack Web Development,https://github.com/bmorelli25/Become-A-Full-Stack-Web-Developer,10,10
guide,unknown,The Uber Go Style Guide.,https://github.com/uber-go/guide,610,10
The-Open-Book,unknown,,https://github.com/joeycastillo/The-Open-Book,264,10
build-your-own-x,unknown,🤓Build your own (insert technology here),https://github.com/danistefanovic/build-your-own-x,200,10
awesome-interview-questions,unknown,A curated awesome list of lists of interview questions. Feel free to contribute!🎓,https://github.com/MaximAbramchuck/awesome-interview-questions,12,10
docs,unknown,User documentation for Dapr,https://github.com/dapr/docs,44,10
spec,unknown,The Open Application Model specification,https://github.com/oam-dev/spec,109,10
the-incredible-pytorch,unknown,"The Incredible PyTorch: a curated list of tutorials, papers, projects, communities and more relating to PyTorch.",https://github.com/ritchieng/the-incredible-pytorch,30,10
xg2xg,unknown,"by ex-googlers, for ex-googlers - a lookup table of similar tech & services",https://github.com/jhuangtw-dev/xg2xg,314,10
chapter,unknown,A self-hosted event management tool for nonprofits,https://github.com/freeCodeCamp/chapter,170,10
awesome-nodejs,unknown,⚡️Delightful Node.js packages and resources,https://github.com/sindresorhus/awesome-nodejs,13,10
rust-for-js-people,unknown,"Know JS, want to try Rust, but not sure where to start? This is for you!",https://github.com/yoshuawuyts/rust-for-js-people,32,10
awesome-libra,unknown,A Curated List of Awesome Facebook Libra Resources,https://github.com/reed-hong/awesome-libra,144,10
YubiKey-Guide,unknown,Guide to using YubiKey for GPG and SSH,https://github.com/drduh/YubiKey-Guide,2,10
p1xt-guides,unknown,Programming curricula,https://github.com/P1xt/p1xt-guides,5,10
reverse-interview-zh,unknown,技术面试最后反问面试官的话,https://github.com/yifeikong/reverse-interview-zh,412,10
deep-learning-drizzle,unknown,"Drench yourself in Deep Learning, Reinforcement Learning, Machine Learning, Computer Vision, and NLP by learning from these exciting lectures!!",https://github.com/kmario23/deep-learning-drizzle,209,10
uber_go_guide_cn,unknown,The Uber Go Style Guide . Uber Go 语言编码规范中文版,https://github.com/xxjwxc/uber_go_guide_cn,55,10
summer2020internships,unknown,Keep track of internships for Summer 2020 for undergraduates interested in tech./SWE/related fields,https://github.com/elaine-zheng/summer2020internships,16,10
