Name,Language,Description,URL,Stars,Month
Arjun,python,HTTP parameter discovery suite.,https://github.com/s0md3v/Arjun,19,11
modin,python,Modin: Speed up your Pandas workflows by changing a single line of code,https://github.com/modin-project/modin,191,11
DeepFaceLab,python,"DeepFaceLab is a tool that utilizes machine learning to replace faces in videos. Includes prebuilt ready to work standalone Windows 7,8,10 binary (look readme.md).",https://github.com/iperov/DeepFaceLab,98,11
exercises,python,SoftwarePark exercises and dojos,https://github.com/Softwarepark/exercises,14,11
tuya-convert,python,A collection of scripts to flash Tuya IoT devices to alternative firmwares,https://github.com/ct-Open-Source/tuya-convert,20,11
cpython,python,The Python programming language,https://github.com/python/cpython,103,11
numpy-ml,python,"Machine learning, in numpy",https://github.com/ddbourgin/numpy-ml,84,11
gym,python,A toolkit for developing and comparing reinforcement learning algorithms.,https://github.com/openai/gym,43,11
PayloadsAllTheThings,python,A list of useful payloads and bypass for Web Application Security and Pentest/CTF,https://github.com/swisskyrepo/PayloadsAllTheThings,80,11
FALdetector,python,Code for the paper: Detecting Photoshopped Faces by Scripting Photoshop,https://github.com/PeterWang512/FALdetector,84,11
keras,python,Deep Learning for humans,https://github.com/keras-team/keras,97,11
ipwndfu,python,open-source jailbreaking tool for many iOS devices,https://github.com/axi0mX/ipwndfu,26,11
HackingNeuralNetworks,python,A small course on exploiting and defending neural networks,https://github.com/Kayzaks/HackingNeuralNetworks,309,11
Python,python,All Algorithms implemented in Python,https://github.com/TheAlgorithms/Python,100,11
hue,python,Open source SQL Query Assistant for Databases/Warehouses.,https://github.com/cloudera/hue,8,11
wait-for-it,python,Pure bash script to test and wait on the availability of a TCP host and port,https://github.com/vishnubob/wait-for-it,7,11
django-rest-framework,python,Web APIs for Django.🎸,https://github.com/encode/django-rest-framework,21,11
airflow,python,Apache Airflow,https://github.com/apache/airflow,10,11
zulip,python,Zulip server - powerful open source team chat,https://github.com/zulip/zulip,6,11
elasticsearch-dsl-py,python,High level Python client for Elasticsearch,https://github.com/elastic/elasticsearch-dsl-py,3,11
geo-heatmap,python,🗺Generate an interactive geo heatmap from your Google location data,https://github.com/luka1199/geo-heatmap,77,11
12306,python,12306智能刷票，订票,https://github.com/testerSunshine/12306,34,11
makesite,python,"Simple, lightweight, and magic-free static site/blog generator for Python coders",https://github.com/sunainapai/makesite,49,11
bokeh,python,"Interactive Data Visualization in the browser, from Python",https://github.com/bokeh/bokeh,13,11
models,python,Models and examples built with TensorFlow,https://github.com/tensorflow/models,49,11
readthedocs.org,python,The source code that powers readthedocs.org,https://github.com/readthedocs/readthedocs.org,4,11
SlowFast,python,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,https://github.com/facebookresearch/SlowFast,10,11
Ultimate-Facebook-Scraper,python,"🤖A bot which scrapes almost everything about a Facebook user's profile including all public posts/statuses available on the user's timeline, uploaded photos, tagged photos, videos, friends list and their profile photos (including Followers, Following, Work Friends, College Friends etc).",https://github.com/harismuneer/Ultimate-Facebook-Scraper,133,11
HelloGitHub,python,Find pearls on open-source seashore 分享 GitHub 上有趣、入门级的开源项目,https://github.com/521xueweihan/HelloGitHub,623,11
sherlock,python,🔎Find usernames across social networks,https://github.com/sherlock-project/sherlock,89,11
NLP-progress,python,"Repository to track the progress in Natural Language Processing (NLP), including the datasets and the current state-of-the-art for the most common NLP tasks.",https://github.com/sebastianruder/NLP-progress,93,11
odoo,python,Odoo. Open Source Apps To Grow Your Business.,https://github.com/odoo/odoo,51,11
kedro,python,A Python library that implements software engineering best-practice for data and ML pipelines.,https://github.com/quantumblacklabs/kedro,2,11
Corsy,python,CORS Misconfiguration Scanner,https://github.com/s0md3v/Corsy,43,11
dimensionality_reduction_alo_codes,python,PCA、LDA、MDS、LLE、TSNE等降维算法的python实现,https://github.com/heucoder/dimensionality_reduction_alo_codes,86,11
khd2019,python,,https://github.com/khd2019/khd2019,4,11
fullstack-tutorial,java,🚀fullstack tutorial 2019，后台技术栈/架构师之路/全栈开发社区，春招/秋招/校招/面试,https://github.com/frank-lam/fullstack-tutorial,144,11
BigData-Notes,java,大数据入门指南⭐️,https://github.com/heibaiying/BigData-Notes,419,11
alf.io,java,"alf.io - The open source ticket reservation system for conferences, trade shows, workshops, meetups",https://github.com/alfio-event/alf.io,133,11
libgdx,java,Desktop/Android/HTML5/iOS Java game development framework,https://github.com/libgdx/libgdx,24,11
SpringAll,java,循序渐进，学习Spring Boot、Spring Boot & Shiro、Spring Cloud、Spring Security & Spring Security OAuth2，博客Spring系列源码,https://github.com/wuyouzhuguli/SpringAll,93,11
interviews,java,Everything you need to know to get the job.,https://github.com/kdn251/interviews,64,11
CS-Notes,java,📚Tech Interview Guide 技术面试必备基础知识、Leetcode、Java、C++、Python、后端面试、计算机操作系统、计算机网络、系统设计,https://github.com/CyC2018/CS-Notes,653,11
flink-learning,java,flink learning blog. http://www.54tianzhisheng.cn,https://github.com/zhisheng17/flink-learning,45,11
glide,java,An image loading and caching library for Android focused on smooth scrolling,https://github.com/bumptech/glide,16,11
SmartRefreshLayout,java,🔥下拉刷新、上拉加载、二级刷新、淘宝二楼、RefreshLayout、OverScroll，Android智能下拉刷新框架，支持越界回弹、越界拖动，具有极强的扩展性，集成了几十种炫酷的Header和 Footer。,https://github.com/scwang90/SmartRefreshLayout,22,11
HanLP,java,自然语言处理 中文分词 词性标注 命名实体识别 依存句法分析 新词发现 关键词短语提取 自动摘要 文本分类聚类 拼音简繁,https://github.com/hankcs/HanLP,90,11
react-native-camera,java,A Camera component for React Native. Also supports barcode scanning!,https://github.com/react-native-community/react-native-camera,15,11
selenium,java,A browser automation framework and ecosystem.,https://github.com/SeleniumHQ/selenium,14,11
tutorials,java,"The ""REST With Spring"" Course:",https://github.com/eugenp/tutorials,58,11
Java,java,All Algorithms implemented in Java,https://github.com/TheAlgorithms/Java,151,11
h2o-3,java,"Open Source Fast Scalable Machine Learning Platform For Smarter Applications: Deep Learning, Gradient Boosting & XGBoost, Random Forest, Generalized Linear Modeling (Logistic Regression, Elastic Net), K-Means, PCA, Stacked Ensembles, Automatic Machine Learning (AutoML), etc.",https://github.com/h2oai/h2o-3,4,11
jeecg-boot,java,"一款基于代码生成器的JAVA快速开发平台！采用最新技术，前后端分离架构：SpringBoot 2.x，Ant Design&Vue，Mybatis-plus，Shiro，JWT。强大的代码生成器让前后端代码一键生成，无需写任何代码，绝对是全栈开发福音！！ JeecgBoot的宗旨是提高UI能力的同时,降低前后分离的开发成本，JeecgBoot还独创在线开发模式，No代码概念，一系列在线智能开发：在线配置表单、在线配置报表、在线设计流程等等。",https://github.com/zhangdaiscott/jeecg-boot,62,11
java-design-patterns,java,Design patterns implemented in Java,https://github.com/iluwatar/java-design-patterns,43,11
Jetpack-MVVM-Best-Practice,java,是 难得一见 的 Jetpack MVVM 最佳实践！在 蕴繁于简 的代码中，对 视图控制器 乃至 标准化开发模式 形成正确、深入的理解！,https://github.com/KunMinX/Jetpack-MVVM-Best-Practice,205,11
apollo,java,Apollo（阿波罗）是携程框架部门研发的分布式配置中心，能够集中化管理应用不同环境、不同集群的配置，配置修改后能够实时推送到应用端，并且具备规范的权限、流程治理等特性，适用于微服务配置管理场景。,https://github.com/ctripcorp/apollo,36,11
spring-boot,java,Spring Boot,https://github.com/spring-projects/spring-boot,72,11
resilience4j,java,Resilience4j is a fault tolerance library designed for Java8 and functional programming,https://github.com/resilience4j/resilience4j,47,11
redisson,java,"Redisson - Redis Java client with features of In-Memory Data Grid. Supports over 30 objects and services: Set, Multimap, SortedSet, Map, List, Queue, Deque, Semaphore, Lock, AtomicLong, Map Reduce, Publish / Subscribe, Bloom filter, Spring Cache, Tomcat, Scheduler, JCache API, Hibernate, RPC.",https://github.com/redisson/redisson,12,11
x-boot,java,基于Spring Boot 2.x的前后端分离开发平台X-Boot 前端：Vue+iView Admin 后端：Spring Boot 2.x/Spring Security/JWT/Spring Data JPA+Mybatis-Plus/Redis/Elasticsearch/Activiti 分布式限流/同步锁/验证码/SnowFlake雪花算法ID生成 动态权限管理 数据权限 工作流 代码生成 日志记录 定时任务 第三方社交账号、短信登录 单点登录,https://github.com/Exrick/x-boot,25,11
DoraemonKit,java,"简称 ""DoKit"" 。一款功能齐全的客户端（ iOS 、Android、微信小程序 ）研发助手，你值得拥有。",https://github.com/didi/DoraemonKit,241,11
staffjoy,java,微服务和云原生架构教学案例项目，基于Spring Boot和Kubernetes技术栈,https://github.com/spring2go/staffjoy,32,11
Signal-Android,java,A private messenger for Android.,https://github.com/signalapp/Signal-Android,9,11
Mindustry,java,A sandbox tower defense game,https://github.com/Anuken/Mindustry,50,11
dropwizard,java,A damn simple library for building production-ready RESTful web services.,https://github.com/dropwizard/dropwizard,8,11
HMCL,java,"A Minecraft Launcher which is multi-functional, cross-platform and popular",https://github.com/huanghongxun/HMCL,8,11
data-structures,java,A collection of powerful data structures,https://github.com/williamfiset/data-structures,7,11
Algorithms,java,A collection of algorithms and data structures,https://github.com/williamfiset/Algorithms,29,11
algs4,java,"Algorithms, 4th edition textbook code and libraries",https://github.com/kevin-wayne/algs4,20,11
gpmall,java,【咕泡学院实战项目】-基于SpringBoot+Dubbo构建的电商平台-微服务架构、商城、电商、微服务、高并发、kafka、Elasticsearch,https://github.com/2227324689/gpmall,233,11
springfox,java,Automated JSON API documentation for API's built with Spring,https://github.com/springfox/springfox,6,11
DataX,java,,https://github.com/alibaba/DataX,28,11
lombok,java,Very spicy additions to the Java programming language.,https://github.com/rzwitserloot/lombok,7,11
Sentinel,java,A lightweight powerful flow control component enabling reliability and monitoring for microservices. (轻量级的流量控制、熔断降级 Java 库),https://github.com/alibaba/Sentinel,66,11
jdk,java,Read-only mirror of https://hg.openjdk.java.net/jdk/jdk,https://github.com/openjdk/jdk,29,11
arthas,java,Alibaba Java Diagnostic Tool Arthas/Alibaba Java诊断利器Arthas,https://github.com/alibaba/arthas,36,11
cas,java,Apereo CAS - Enterprise Single Sign On for all earthlings and beyond.,https://github.com/apereo/cas,10,11
java,java,Official Java client library for kubernetes,https://github.com/kubernetes-client/java,3,11
aviator,java,A high performance expression evaluator for java,https://github.com/killme2008/aviator,6,11
JavaGuide,java,【Java学习+面试指南】 一份涵盖大部分Java程序员所需要掌握的核心知识。,https://github.com/Snailclimb/JavaGuide,708,11
NewPipe,java,A libre lightweight streaming front-end for Android.,https://github.com/TeamNewPipe/NewPipe,23,11
Spring-Boot-In-Action,java,Spring Boot 系列实战合集,https://github.com/hansonwang99/Spring-Boot-In-Action,57,11
halo,java,✍ Halo 一款现代化的个人独立博客系统,https://github.com/halo-dev/halo,87,11
interview,java,Interview questions,https://github.com/mission-peace/interview,25,11
Discovery,java,"🐳Nepxion Discovery is an enhancement for Spring Cloud Discovery with gray release, router, weight, limitation, circuit breaker, degrade, isolation, monitor, tracing 灰度发布、路由、权重、限流、熔断、降级、隔离、监控、追踪",https://github.com/Nepxion/Discovery,68,11
advanced-java,java,😮互联网 Java 工程师进阶知识完全扫盲：涵盖高并发、分布式、高可用、微服务等领域知识，后端同学必看，前端同学也可学习,https://github.com/doocs/advanced-java,74,11
magnetW,java,磁力搜网页版 - 磁力链接聚合搜索 - https://bt.lansou.pw,https://github.com/dengyuhan/magnetW,43,11
netty,java,Netty project - an event-driven asynchronous network application framework,https://github.com/netty/netty,59,11
thingsboard,java,"Open-source IoT Platform - Device management, data collection, processing and visualization.",https://github.com/thingsboard/thingsboard,7,11
retrofit,java,"Type-safe HTTP client for Android and Java by Square, Inc.",https://github.com/square/retrofit,42,11
cucumber,java,Cucumber monorepo - building blocks for Cucumber in various languages,https://github.com/cucumber/cucumber,1,11
spring-framework,java,Spring Framework,https://github.com/spring-projects/spring-framework,25,11
cordova-plugin-local-notifications,java,Cordova Local-Notification Plugin,https://github.com/katzer/cordova-plugin-local-notifications,5,11
flowable-engine,java,"A compact and highly efficient workflow and Business Process Management (BPM) platform for developers, system admins and business users.",https://github.com/flowable/flowable-engine,6,11
pulsar,java,Apache Pulsar - distributed pub-sub messaging system,https://github.com/apache/pulsar,7,11
spring-kafka,java,Provides Familiar Spring Abstractions for Apache Kafka,https://github.com/spring-projects/spring-kafka,1,11
AndroidUtilCode,java,🔥Android developers should collect the following utils(updating).,https://github.com/Blankj/AndroidUtilCode,66,11
aws-athena-query-federation,java,The Amazon Athena Query Federation SDK allows you to customize Amazon Athena with your own data sources and code.,https://github.com/awslabs/aws-athena-query-federation,8,11
mockito,java,Most popular Mocking framework for unit tests written in Java,https://github.com/mockito/mockito,14,11
SpringCloud,java,基于SpringCloud2.1的微服务开发脚手架，整合了spring-security-oauth2、nacos、feign、sentinel、springcloud-gateway等。服务治理方面引入elasticsearch、skywalking、springboot-admin、zipkin等，让项目开发快速进入业务开发，而不需过多时间花费在架构搭建上。持续更新中,https://github.com/zhoutaoo/SpringCloud,38,11
spring-cloud-alibaba,java,Spring Cloud Alibaba provides a one-stop solution for application development for the distributed solutions of Alibaba middleware.,https://github.com/alibaba/spring-cloud-alibaba,34,11
hsweb-framework,java,"hsweb (haʊs wɛb) 是一个用于快速搭建企业后台管理系统的基础项目,集成一揽子便捷功能如:便捷的通用增删改查,强大的权限管理,动态多数据源,动态表单,在线数据库维护等. 基于 spring-boot,mybaits.",https://github.com/hs-web/hsweb-framework,3,11
quickstart-android,java,Firebase Quickstart Samples for Android,https://github.com/firebase/quickstart-android,7,11
paascloud-master,java,spring cloud + vue + oAuth2.0全家桶实战，前后端分离模拟商城，完整的购物流程、后端运营平台，可以实现快速搭建企业级微服务项目。支持微信登录等三方登录。,https://github.com/paascloud/paascloud-master,8,11
generator,java,A code generator for MyBatis.,https://github.com/mybatis/generator,3,11
Cookbook,unknown,The Data Engineering Cookbook,https://github.com/andkret/Cookbook,103,11
computer-science,unknown,🎓Path to a free self-taught education in Computer Science!,https://github.com/ossu/computer-science,290,11
Best-websites-a-programmer-should-visit,unknown,🔗Some useful websites for programmers.,https://github.com/sdmg15/Best-websites-a-programmer-should-visit,185,11
You-Dont-Know-JS,unknown,A book series on JavaScript. @YDKJS on twitter.,https://github.com/getify/You-Dont-Know-JS,212,11
awesome-interview-questions,unknown,A curated awesome list of lists of interview questions. Feel free to contribute!🎓,https://github.com/MaximAbramchuck/awesome-interview-questions,571,11
developer-roadmap,unknown,Roadmap to becoming a web developer in 2019,https://github.com/kamranahmedse/developer-roadmap,84,11
SSR,unknown,毒药笔记,https://github.com/DuyaoSS/SSR,19,11
awesome,unknown,😎Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,135,11
python_for_data_analysis_2nd_chinese_version,unknown,《利用Python进行数据分析·第2版》,https://github.com/iamseancheney/python_for_data_analysis_2nd_chinese_version,87,11
build-your-own-x,unknown,🤓Build your own (insert technology here),https://github.com/danistefanovic/build-your-own-x,100,11
fanhaodaquan,unknown,番号大全。,https://github.com/imfht/fanhaodaquan,192,11
the-book-of-secret-knowledge,unknown,"A collection of inspiring lists, manuals, cheatsheets, blogs, hacks, one-liners, cli/web tools and more.",https://github.com/trimstray/the-book-of-secret-knowledge,178,11
hacker-laws,unknown,"💻📖Laws, Theories, Principles and Patterns that developers will find useful. #hackerlaws",https://github.com/dwmkerr/hacker-laws,133,11
few-shot-vid2vid,unknown,,https://github.com/NVlabs/few-shot-vid2vid,133,11
Specs,unknown,The CocoaPods Master Repo,https://github.com/CocoaPods/Specs,10,11
coding-music,unknown,Buscamos crear listas en texto con los nombres de canciones organizadas por genero. Esta es una iniciativa para cuando necesites inspiración musical para programar.,https://github.com/xaca/coding-music,8,11
gitignore,unknown,A collection of useful .gitignore templates,https://github.com/github/gitignore,65,11
modern-cpp-features,unknown,A cheatsheet of modern C++ language and library features.,https://github.com/AnthonyCalandra/modern-cpp-features,16,11
haoel.github.io,unknown,,https://github.com/haoel/haoel.github.io,201,11
wtv,unknown,解决电脑、手机看电视直播的苦恼，收集各种直播源，电视直播网站,https://github.com/biancangming/wtv,287,11
awesome-android-ui,unknown,A curated list of awesome Android UI/UX libraries,https://github.com/wasabeef/awesome-android-ui,7,11
Dancing2Music,unknown,,https://github.com/NVlabs/Dancing2Music,32,11
GNNPapers,unknown,Must-read papers on graph neural networks (GNN),https://github.com/thunlp/GNNPapers,25,11
first-contributions,unknown,🚀✨Help beginners to contribute to open source projects,https://github.com/firstcontributions/first-contributions,30,11
css-modules,unknown,Documentation about css-modules,https://github.com/css-modules/css-modules,6,11
awesome-programming-books,unknown,经典编程书籍大全，涵盖：计算机系统与网络、系统架构、算法与数据结构、前端开发、后端开发、移动开发、数据库、测试、项目与团队、程序员职业修炼、求职面试等,https://github.com/jobbole/awesome-programming-books,980,11
Java-Interview,unknown,Java 面试必会 直通BAT,https://github.com/gzc426/Java-Interview,207,11
free-programming-books-zh_CN,unknown,📚免费的计算机编程类中文书籍，欢迎投稿,https://github.com/justjavac/free-programming-books-zh_CN,392,11
Beginner-Network-Pentesting,unknown,Notes for Beginner Network Pentesting Course,https://github.com/hmaverickadams/Beginner-Network-Pentesting,78,11
chinese-independent-developer,unknown,👩🏿‍💻👨🏾‍💻👩🏼‍💻👨🏽‍💻👩🏻‍💻中国独立开发者项目列表 -- 分享大家都在做什么,https://github.com/1c7/chinese-independent-developer,15,11
coding-interview-university,unknown,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,59,11
TheDeepDarkVideoManager,unknown,,https://github.com/developerlala/TheDeepDarkVideoManager,20,11
Probable-Wordlists,unknown,Version 2 is live! Wordlists sorted by probability originally created for password generation and testing - make sure your passwords aren't popular!,https://github.com/berzerk0/Probable-Wordlists,5,11
wildcat-vip-account,unknown,野猫VIP - 每天分享最新的百度网盘SVIP、迅雷超级会员、优酷VIP会员、哔哩哔哩大会员、百度文库VIP、苹果ID、天眼查VIP等等各类VIP帐号，随取随用，完全免费，绝无套路，欢迎推荐分享给好友！,https://github.com/wuxingsanren/wildcat-vip-account,60,11
Data-Science--Cheat-Sheet,unknown,Cheat Sheets,https://github.com/abhat222/Data-Science--Cheat-Sheet,39,11
awesome-architecture,unknown,架构师技术图谱，助你早日成为架构师,https://github.com/toutiaoio/awesome-architecture,35,11
project-based-learning,unknown,Curated list of project-based tutorials,https://github.com/tuvtran/project-based-learning,53,11
awesome-ida,unknown,"awesome IDA Pro resources collections. For Github Repos, extra info included: Star, Last Commit Time, Main Programming Language. Update Regularly!",https://github.com/xrkk/awesome-ida,111,11
PENTESTING-BIBLE,unknown,This repository was created and developed by Ammar Amer @cry__pto Only. Updates to this repository will continue to arrive until the number of links reaches 10000 links & 10000 pdf files .Learn Ethical Hacking and penetration testing .hundreds of ethical hacking & penetration testing & red team & cyber security & computer science resources.,https://github.com/blaCCkHatHacEEkr/PENTESTING-BIBLE,192,11
git-flight-rules,unknown,Flight rules for git,https://github.com/k88hudson/git-flight-rules,94,11
sensitive-stop-words,unknown,互联网常用敏感词、停止词词库,https://github.com/fwwdn/sensitive-stop-words,7,11
starter-workflows,unknown,Accelerating new GitHub Actions workflows,https://github.com/actions/starter-workflows,109,11
hosts,unknown,镜像：https://coding.net/u/scaffrey/p/hosts/git,https://github.com/googlehosts/hosts,10,11
JavaFamily,unknown,【 互联网 Java 工程师大厂面试+学习指南】，进阶知识完全扫盲：涵盖高并发、分布式、高可用、微服务等领域知识，作者风格幽默，看起来津津有味，把学习当做一种乐趣，何乐而不为，后端同学必看。,https://github.com/AobingJava/JavaFamily,463,11
awesome-actions,unknown,A curated list of awesome actions to use on GitHub,https://github.com/sdras/awesome-actions,22,11
new-pac,unknown,科学/自由上网，免费ss/ssr/v2ray/goflyway账号，搭建教程,https://github.com/Alvin9999/new-pac,40,11
react-redux-complete-playlist,unknown,The course files for the React & Redux Complete tutorial playlist on The Net Ninja YouTube channel.,https://github.com/iamshaunjp/react-redux-complete-playlist,1,11
the-art-of-command-line,unknown,"Master the command line, in one page",https://github.com/jlevy/the-art-of-command-line,18,11
app-ideas,unknown,A Collection of application ideas which can be used to improve your coding skills.,https://github.com/florinpop17/app-ideas,14,11
shadowsocks-rss,unknown,"ShadowsocksR update rss, SSR organization",https://github.com/shadowsocksr-backup/shadowsocks-rss,5,11
tamagotchiTemp,unknown,,https://github.com/graceavery/tamagotchiTemp,76,11
physical-docs,unknown,This is a collection of legal wording and documentation used for physical security assessments. The goal is to hopefully allow this as a template for other companies to use and to protect themselves when conducting physical security assessments.,https://github.com/trustedsec/physical-docs,55,11
resources-of-learning,unknown,"Documentations, books, courses, git repositories and so on.",https://github.com/tagnja/resources-of-learning,4,11
iCloudBypassCA,unknown,,https://github.com/crazymind90/iCloudBypassCA,26,11
gov-takedowns,unknown,Text of government takedown notices as received. GitHub does not endorse or adopt any assertion contained in the following notices.,https://github.com/github/gov-takedowns,12,11
aws-cloudformation-coverage-roadmap,unknown,The AWS CloudFormation Public Coverage Roadmap,https://github.com/aws-cloudformation/aws-cloudformation-coverage-roadmap,6,11
LearningNotes,unknown,Enjoy Learning.,https://github.com/francistao/LearningNotes,9,11
javascript-questions,unknown,"A long list of (advanced) JavaScript questions, and their explanations✨",https://github.com/lydiahallie/javascript-questions,18,11
Production-Level-Deep-Learning,unknown,A guideline for building practical production-level deep learning systems to be deployed in real world applications.,https://github.com/alirezadir/Production-Level-Deep-Learning,259,11
eng-practices,unknown,Google's Engineering Practices documentation,https://github.com/google/eng-practices,16,11
KnowledgeGraphCourse,unknown,东南大学《知识图谱》研究生课程,https://github.com/npubird/KnowledgeGraphCourse,13,11
benchmark_results,unknown,Visual Tracking Paper List,https://github.com/foolwood/benchmark_results,3,11
996.Leave,unknown,逃离996,https://github.com/623637646/996.Leave,2,11
AMD_Vanilla,unknown,Native AMD macOS via Clover & OpenCore,https://github.com/AMD-OSX/AMD_Vanilla,3,11
Flutter-Course-Resources,unknown,Learn to Code While Building Apps - The Complete Flutter Development Bootcamp,https://github.com/londonappbrewery/Flutter-Course-Resources,7,11
awesome-pentest,unknown,"A collection of awesome penetration testing resources, tools and other shiny things",https://github.com/enaqx/awesome-pentest,137,11
google_dork_list,unknown,"Google Dorks | Google helps you to find Vulnerable Websites that Indexed in Google Search Results. Here is the latest collection of Google Dorks. A collection of around 10,000 Dorks. Author: Jolanda de Koff",https://github.com/BullsEye0/google_dork_list,37,11
